,school-name,matched_again,match_from,school_address
257,New York University,"New York, NY",Collegelist,
258,Seattle Academy,"(African American Academy, South Rose Street, Rainier Valley, Seattle, King County, Washington, 98118, United States of America, (47.529194, -122.288766753))",Nominatum,"African American Academy, South Rose Street, Rainier Valley, Seattle, King County, Washington, 98118, United States of America"
259,UCDS,,,
260,kadima,"(Kadima, Haut-Katanga, Katanga, République démocratique du Congo, (-12.199737, 28.5558454))",Nominatum,"Kadima, Haut-Katanga, Katanga, République démocratique du Congo"
261,Franciscan University of Steubenville,"Steubenville, OH",Collegelist,
262,Bryant University,"Greensboro, NC",Collegelist,
263,Bryant University,"Greensboro, NC",Collegelist,
264,San Francisco State University,"San Francisco, CA",Collegelist,
265,University of Illinois,"Chicago, IL",Collegelist,
266,Nanjing Foreign Language School,"(南京外国语学校, 30, 北京东路, 月季园, 玄武区, 南京市, 江苏省, 210008, 中国, (32.05846635, 118.796060072))",Nominatum,"南京外国语学校, 30, 北京东路, 月季园, 玄武区, 南京市, 江苏省, 210008, 中国"
267,DePaul University,"Durham, NH",Collegelist,
268,DePaul University,"Durham, NH",Collegelist,
269,California State University-Northridge,"Northridge, CA",Collegelist,
270,Granada Hills High School,"400 WALL ST LIVERMORE, CA 94550",Collegelist,
271,University of Cincinnati,"Cincinnati, OH",Collegelist,
272,Bates College,"Lewiston, ME",Collegelist,
273,The Lawrenceville School," Lawrenceville, NJ",Collegelist,
274,University of Buenos Aires,,,
275,Amos Tuck Business School,"Hanover, NH",Manual,
276,Georgetown University,"Washington, DC",Collegelist,
277,pingree,"(Pingree, Stutsman County, North Dakota, United States of America, (47.163328, -98.9070537))",Nominatum,"Pingree, Stutsman County, North Dakota, United States of America"
278,Brown University,"Providence, RI",Collegelist,
279,Beijing University of Chemical Technology,,,
280,Boston University,"Boston, MA",Collegelist,
281,Beijing University of Post and Telecommunications,,,
282,École Nationale Supérieure des Beaux-Arts,,,
283,Sapienza Università di Roma,"(Facoltà di Economia, 9, Via del Castro Laurenziano, San Lorenzo, Tiburtino, Municipio Roma II, Roma, Roma Capitale, LAZ, 00161, Italia, (41.9055144, 12.5185986099))",Nominatum,"Facoltà di Economia, 9, Via del Castro Laurenziano, San Lorenzo, Tiburtino, Municipio Roma II, Roma, Roma Capitale, LAZ, 00161, Italia"
284,Scuola di Disegno Industriale — Verona-Trento,,,
285,,,,
286,"University of California, Santa Barbara","Santa Barbara, CA",Collegelist,
287,Harvard University Extension School,"(Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America, (42.3744913, -71.1215091))",Nominatum,"Harvard University Extension School, Farwell Place, Harvard Square, Cambridge, Middlesex County, Massachusetts, 02138, United States of America"
288,University of Maryland University College,"Adelphi, MD",Collegelist,
289,Stanford University,"Bowling Green, KY",Collegelist,
290,University of Washington,"Seattle, WA",Collegelist,
291,Carnegie Mellon University,"Pittsburgh, PA",Collegelist,
292,Southeast University,"New Albany, IN",Collegelist,
293,Nanjing Foreign Language School,"(南京外国语学校, 30, 北京东路, 月季园, 玄武区, 南京市, 江苏省, 210008, 中国, (32.05846635, 118.796060072))",Nominatum,"南京外国语学校, 30, 北京东路, 月季园, 玄武区, 南京市, 江苏省, 210008, 中国"
294,Yale University,"New Haven, CT",Collegelist,
295,New Trier High School," Winnetka, IL",Collegelist,
296,Arizona State University,"Tempe, AZ",Collegelist,
297,Scottsdale Community College,"(Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America, (33.51314545, -111.882721991))",Nominatum,"Scottsdale Community College, East Jackrabbit Road, Tempe, Maricopa County, Arizona, 85256, United States of America"
298,Villanova University,"Villanova, PA",Collegelist,
299,Brandeis University,"Waltham, MA",Collegelist,
300,Saint Michael's College,"(Saint Michael's College, College Parkway, Colchester, Chittenden County, Vermont, 05446, United States of America, (44.4933491, -73.1638707))",Nominatum,"Saint Michael's College, College Parkway, Colchester, Chittenden County, Vermont, 05446, United States of America"
301,Saint Michael's College,"(Saint Michael's College, College Parkway, Colchester, Chittenden County, Vermont, 05446, United States of America, (44.4933491, -73.1638707))",Nominatum,"Saint Michael's College, College Parkway, Colchester, Chittenden County, Vermont, 05446, United States of America"
302,Bishop Feehan,"(Bishop Feehan High School, Harvard Street, Attleboro, Bristol County, Massachusetts, 02703, United States of America, (41.9637745, -71.2948028038))",Nominatum,"Bishop Feehan High School, Harvard Street, Attleboro, Bristol County, Massachusetts, 02703, United States of America"
303,"University of California, Berkeley - Walter A. Haas School of Business","Berkeley, CA",Manual,
304,University of Oregon - Charles H. Lundquist College of Business,"Eugene, OR",Manual,
305,Harvey Mudd College,"Claremont, CA",Collegelist,
306,,,,
307,The University of Connecticut,"Storrs, CT",Collegelist,
308,University of Teesside,"(Teesside University, Southfield Road, Linthorpe, Middlesbrough, North East England, England, TS1 3RF, United Kingdom, (54.57037405, -1.234931441))",Nominatum,"Teesside University, Southfield Road, Linthorpe, Middlesbrough, North East England, England, TS1 3RF, United Kingdom"
309,University of Arizona,"Tucson, AZ",Collegelist,
310,Chaparral high school,"15655 BROOKSTONE DR PARKER, CO 80134",Collegelist,
311,Stanford University,"Bowling Green, KY",Collegelist,
312,The Noble and Greenough School," Dedham, MA",Collegelist,
313,Sierra College,"(Lot K, Sierra College Boulevard, Rocklin, Placer County, California, 95677, United States of America, (38.79379685, -121.207078188))",Nominatum,"Lot K, Sierra College Boulevard, Rocklin, Placer County, California, 95677, United States of America"
314,Bellaire High School," Bellaire, TX",Collegelist,
315,London School of Economics and Political Science,"(LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom, (51.51430965, -0.11680987503))",Nominatum,"LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom"
316,University of Pennsylvania,"Philadelphia, PA",Collegelist,
317,Sacred Heart University,"Fairfield, CT",Collegelist,
318,Arizona State University,"Tempe, AZ",Collegelist,
319,University of San Francisco,"San Francisco, CA",Collegelist,
320,UC Davis,"(UC Davis, Officer Mark A. White Memorial Freeway, Whitney, Placer County, California, 95765, United States of America, (38.8379256, -121.2985513))",Nominatum,"UC Davis, Officer Mark A. White Memorial Freeway, Whitney, Placer County, California, 95765, United States of America"
321,Homestead High School,"2351 SE 12TH AVE HOMESTEAD, FL 33034",Collegelist,
322,State University of New York at Binghamton,"(State University of New York at Binghamton, East Drive, Hinman, Willow Point, Vestal Town, Broome County, New York, 13790, United States of America, (42.08737915, -75.9707145535))",Nominatum,"State University of New York at Binghamton, East Drive, Hinman, Willow Point, Vestal Town, Broome County, New York, 13790, United States of America"
323,Santa Clara University,"Santa Clara, CA",Collegelist,
324,Audencia Nantes Ecole de Management,,,
325,San Diego State University-California State University,"San Diego, CA",Manual,
326,Mercer University - Stetson School of Business and Economics,"Atlanta, GA",Manual,
327,Northern Arizona University,"Flagstaff, AZ",Collegelist,
328,Tufts University,"Medford, MA",Collegelist,
329,Suffolk University - Sawyer School of Management,"Boston, MA",Manual,
330,Brown University,"Providence, RI",Collegelist,
331,Manalapan High School,"20 CHURCH LN ENGLISHTOWN, NJ 07726",Collegelist,
332,University of Nebraska-Lincoln,"Lincoln, NE",Collegelist,
333,Arizona State University,"Tempe, AZ",Collegelist,
334,Arizona State University,"Tempe, AZ",Collegelist,
335,Idaho State University,"Pocatello, ID",Collegelist,
336,Arizona State University,"Tempe, AZ",Collegelist,
337,John Jay College of Criminal Justice,"New York, NY",Collegelist,
338,University of Waterloo,"(University of Waterloo, 200, University Avenue West, Beechwood, Waterloo, Regional Municipality of Waterloo, Ontario, N2L 3G1, Canada, (43.47061295, -80.5449578682))",Nominatum,"University of Waterloo, 200, University Avenue West, Beechwood, Waterloo, Regional Municipality of Waterloo, Ontario, N2L 3G1, Canada"
339,Memorial University of Newfoundland,"(Memorial University of Newfoundland & Labrador, Overpass, St. John's, Newfoundland and Labrador, A1B3X9, Canada, (47.5727251, -52.7330543211))",Nominatum,"Memorial University of Newfoundland & Labrador, Overpass, St. John's, Newfoundland and Labrador, A1B3X9, Canada"
340,Memorial University of Newfoundland,"(Memorial University of Newfoundland & Labrador, Overpass, St. John's, Newfoundland and Labrador, A1B3X9, Canada, (47.5727251, -52.7330543211))",Nominatum,"Memorial University of Newfoundland & Labrador, Overpass, St. John's, Newfoundland and Labrador, A1B3X9, Canada"
341,,,,
342,Hult International Business School,"(Hult International Business School, 33, Commercial Road, Wapping, London Borough of Tower Hamlets, London, Greater London, England, E1 1LD, United Kingdom, (51.5152219, -0.0676809282655))",Nominatum,"Hult International Business School, 33, Commercial Road, Wapping, London Borough of Tower Hamlets, London, Greater London, England, E1 1LD, United Kingdom"
343,Novancia Business School Paris,,,
344,Ajou University,"(광교중앙(아주대)역, 센트럴타운로, 이의동 (Iuidong), 수원 (Suwon), 경기, 대한민국, (37.2889858, 127.051164))",Nominatum,"광교중앙(아주대)역, 센트럴타운로, 이의동 (Iuidong), 수원 (Suwon), 경기, 대한민국"
345,Moscow International Higher Business School MIRBIS (Institute) ,,,
346,Lycée Français Jean Mermoz,"(Lycée Français Jean Mermoz, Avenue Cheick Anta Diop, Ouakam, Dakar, 30018, Senegal, (14.717733, -17.4844365723))",Nominatum,"Lycée Français Jean Mermoz, Avenue Cheick Anta Diop, Ouakam, Dakar, 30018, Senegal"
347,UCSD,"(UCSD, 9500, Gilman Drive, La Jolla Colony, San Diego, San Diego County, California, 92093, United States of America, (32.88103195, -117.231097932))",Nominatum,"UCSD, 9500, Gilman Drive, La Jolla Colony, San Diego, San Diego County, California, 92093, United States of America"
348,"University of California, San Diego","La Jolla, CA",Collegelist,
349,University of San Francisco,"San Francisco, CA",Collegelist,
350,Universitat Ramon Llul,"(Universitat de Girona - Facultat de Lletres, Plaça de Josep Ferrater i Mora, Barri Vell, GRN, Girona, CAT, 17006, España, (41.9849279, 2.82804416114))",Nominatum,"Universitat de Girona - Facultat de Lletres, Plaça de Josep Ferrater i Mora, Barri Vell, GRN, Girona, CAT, 17006, España"
351,University of Illinois at Urbana-Champaign,"Champaign, IL",Collegelist,
352,University of Illinois at Urbana-Champaign,"Champaign, IL",Collegelist,
353,Penn State University,"(Pennsylvania State University Du Bois Campus, 1, College Place, DuBois, Clearfield County, penna, 15801, United States of America, (41.1272027, -78.7520584))",Nominatum,"Pennsylvania State University Du Bois Campus, 1, College Place, DuBois, Clearfield County, penna, 15801, United States of America"
354,Jawaharlal Nehru Technological University,"(Jawaharlal Nehru Technological University (JNTUK), NH216, Kakinada, Yanam, East Godavari, Andhra Pradesh, 533003, India, (16.9786772, 82.2411916))",Nominatum,"Jawaharlal Nehru Technological University (JNTUK), NH216, Kakinada, Yanam, East Godavari, Andhra Pradesh, 533003, India"
355,Hyderabad Public School,"(Hyderabad Public School, Uppal Road, Bapu Nagar, Ramanthapur, Hyderabad, Medak, Telangana, 500013, India, (17.400104, 78.5362094))",Nominatum,"Hyderabad Public School, Uppal Road, Bapu Nagar, Ramanthapur, Hyderabad, Medak, Telangana, 500013, India"
356,Massachusetts College of Liberal Arts,"North Adams, MA",Collegelist,
357,Massachusetts College of Liberal Arts,"North Adams, MA",Collegelist,
358,Humboldt State University,"Arcata, CA",Collegelist,
359,CSU Sacramento,,,
360,University of Texas,"Austin, TX",Collegelist,
361,Yale University,"New Haven, CT",Collegelist,
362,The London School of Economics and Political Science (LSE),"(LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom, (51.51430965, -0.11680987503))",Nominatum,"LSE, Houghton Street, Covent Garden, City of Westminster, London, Greater London, England, WC2A 2AE, United Kingdom"
363,Lexington High School," Lexington, MA",Collegelist,
364,William Esper Studio,,,
365,Upright Citizens Brigade,"(Upright Citizens Brigade, 5919, Franklin Avenue, Little Armenia, LA, Los Angeles County, California, 90028, United States of America, (34.1053856, -118.3187801))",Nominatum,"Upright Citizens Brigade, 5919, Franklin Avenue, Little Armenia, LA, Los Angeles County, California, 90028, United States of America"
366,The University of Georgia,"Athens, GA",Collegelist,
367,Central South University,"(University of Pittsburgh, Meyran Avenue, Panther Hollow, Central Oakland, PGH, Allegheny County, penna, 15213, United States of America, (40.4408664, -79.9584055523))",Nominatum,"University of Pittsburgh, Meyran Avenue, Panther Hollow, Central Oakland, PGH, Allegheny County, penna, 15213, United States of America"
368,Washington University in St. Louis,"St. Louis, MO",Collegelist,
369,Boston Latin School,"78 AVE LOUIS PASTEUR BOSTON, MA 02115",Collegelist,
370,University of Phoenix,"Phoenix, AZ",Collegelist,
371,California State University-Sacramento,"Sacramento, CA",Collegelist,
372,"California State University, Fresno","Fresno, CA",Collegelist,
373,Stanford University,"Bowling Green, KY",Collegelist,
